per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
21.Okt.2020;EUR;18.40;19’628’000.00;361’228’342.61;101.37;104.12
20.Okt.2020;EUR;18.75;19’628’000.00;368’069’141.19;103.29;106.09
19.Okt.2020;EUR;18.87;19’628’000.00;370’305’634.80;103.91;106.89
16.Okt.2020;EUR;18.96;19’628’000.00;372’188’622.19;104.44;107.25
15.Okt.2020;EUR;18.74;19’628’000.00;367’815’322.16;103.22;106.00
14.Okt.2020;EUR;19.57;19’688’000.00;385’265’094.07;106.52;109.39
13.Okt.2020;EUR;19.45;19’688’000.00;382’916’869.16;105.87;108.72
12.Okt.2020;EUR;19.64;19’688’000.00;386’668’135.95;106.91;109.78
09.Okt.2020;EUR;19.72;19’688’000.00;388’223’685.01;107.34;110.21
08.Okt.2020;EUR;19.56;19’688’000.00;385’073’253.29;106.47;109.31
07.Okt.2020;EUR;19.24;19’688’000.00;378’883’756.00;104.76;107.56
06.Okt.2020;EUR;19.38;19’688’000.00;381’592’974.49;105.51;108.33
05.Okt.2020;EUR;19.14;19’688’000.00;376’759’789.66;104.17;106.99
02.Okt.2020;EUR;18.76;19’688’000.00;369’332’896.33;102.12;104.89
01.Okt.2020;EUR;18.83;19’688’000.00;370’704’703.87;102.50;105.28
30.Sept.2020;EUR;19.15;19’688’000.00;377’007’368.56;104.24;107.09
29.Sept.2020;EUR;18.99;19’688’000.00;373’918’245.21;103.39;106.09
28.Sept.2020;EUR;19.34;19’688’000.00;380’800’439.65;105.29;107.90
25.Sept.2020;EUR;18.99;19’688’000.00;373’962’505.57;103.40;105.96
24.Sept.2020;EUR;19.13;19’688’000.00;376’604’515.68;104.13;106.87
23.Sept.2020;EUR;19.55;19’688’000.00;384’809’624.49;106.40;109.19
22.Sept.2020;EUR;19.66;19’688’000.00;387’073’799.06;107.02;109.82
21.Sept.2020;EUR;19.40;19’688’000.00;381’969’695.45;105.61;108.38
18.Sept.2020;EUR;20.16;19’688’000.00;396’915’348.21;109.74;112.60
17.Sept.2020;EUR;20.50;19’688’000.00;403’619’096.27;111.60;114.51
16.Sept.2020;EUR;20.69;19’688’000.00;407’328’531.15;112.62;115.55
15.Sept.2020;EUR;20.58;19’688’000.00;405’144’553.99;112.02;114.94
14.Sept.2020;EUR;20.35;19’688’000.00;400’623’991.93;110.77;113.67
11.Sept.2020;EUR;20.56;19’688’000.00;404’878’683.75;111.95;114.87
10.Sept.2020;EUR;20.67;19’688’000.00;407’032’866.34;112.54;115.47
09.Sept.2020;EUR;20.77;19’688’000.00;409’007’019.13;113.09;116.03
08.Sept.2020;EUR;20.39;19’688’000.00;401’373’628.14;110.98;113.87
07.Sept.2020;EUR;21.16;19’688’000.00;416’668’091.32;115.21;118.19
04.Sept.2020;EUR;20.72;19’688’000.00;407’886’120.69;112.78;115.71
03.Sept.2020;EUR;20.96;19’688’000.00;412’625’752.23;114.09;117.04
02.Sept.2020;EUR;21.05;19’688’000.00;414’353’423.30;114.57;117.53
01.Sept.2020;EUR;20.93;19’688’000.00;412’152’944.86;113.96;116.91
31.Aug.2020;EUR;21.08;19’688’000.00;415’035’953.20;114.75;117.72
28.Aug.2020;EUR;21.21;19’688’000.00;417’566’327.48;115.45;118.43
27.Aug.2020;EUR;21.24;19’688’000.00;418’101’180.92;115.60;118.58
26.Aug.2020;EUR;21.41;19’688’000.00;421’446’116.58;116.53;119.52
25.Aug.2020;EUR;21.38;19’688’000.00;420’899’128.38;116.38;119.39
24.Aug.2020;EUR;21.68;19’688’000.00;426’775’264.95;118.00;121.06
21.Aug.2020;EUR;20.97;19’688’000.00;412’787’532.41;114.13;117.08
20.Aug.2020;EUR;21.10;19’688’000.00;415’430’884.30;114.86;117.84
19.Aug.2020;EUR;21.46;19’688’000.00;422’443’933.22;116.80;119.83
18.Aug.2020;EUR;21.37;19’688’000.00;420’665’094.64;116.31;119.32
17.Aug.2020;EUR;21.61;19’688’000.00;425’466’928.69;117.64;120.68
14.Aug.2020;EUR;21.71;19’688’000.00;427’416’112.78;118.18;121.23
13.Aug.2020;EUR;22.05;19’688’000.00;434’167’962.07;120.04;123.15
12.Aug.2020;EUR;22.31;19’688’000.00;439’335’539.28;121.47;124.62
11.Aug.2020;EUR;22.12;19’688’000.00;435’519’059.35;120.42;123.53
10.Aug.2020;EUR;21.34;19’688’000.00;420’046’373.76;116.14;119.17
07.Aug.2020;EUR;21.02;19’688’000.00;413’757’371.76;114.40;117.38
06.Aug.2020;EUR;21.23;19’688’000.00;417’919’605.01;115.55;118.55
05.Aug.2020;EUR;21.62;19’688’000.00;425’670’415.65;117.69;120.75
04.Aug.2020;EUR;21.20;19’688’000.00;417’400’132.75;115.41;118.40
03.Aug.2020;EUR;20.68;19’688’000.00;407’126’533.40;112.57;115.51
31.Juli2020;EUR;20.24;19’688’000.00;398’419’801.01;110.16;113.05
30.Juli2020;EUR;20.60;19’688’000.00;405’578’937.15;112.14;115.06
29.Juli2020;EUR;21.18;19’688’000.00;417’037’933.90;115.31;118.34
28.Juli2020;EUR;21.29;19’688’000.00;419’195’735.48;115.90;118.94
27.Juli2020;EUR;21.32;19’288’000.00;411’269’895.89;116.07;119.09
24.Juli2020;EUR;21.60;19’288’000.00;416’556’854.09;117.56;120.62
23.Juli2020;EUR;21.66;19’288’000.00;417’794’279.33;117.91;120.98
22.Juli2020;EUR;21.66;19’288’000.00;417’866’525.00;117.93;121.00
21.Juli2020;EUR;22.29;19’288’000.00;429’836’112.85;121.31;124.46
20.Juli2020;EUR;21.77;19’288’000.00;419’846’041.46;118.49;121.57
17.Juli2020;EUR;21.94;19’288’000.00;423’265’284.63;119.46;122.55
16.Juli2020;EUR;22.16;19’288’000.00;427’454’582.51;120.64;123.76
15.Juli2020;EUR;22.07;19’288’000.00;425’741’679.25;120.16;123.26
14.Juli2020;EUR;22.04;19’088’000.00;420’648’576.79;118.47;121.54
13.Juli2020;EUR;21.86;19’338’000.00;422’777’066.14;117.53;120.57
10.Juli2020;EUR;21.55;19’388’000.00;417’852’939.73;115.86;118.86
09.Juli2020;EUR;21.43;19’388’000.00;415’471’965.27;115.20;118.18
08.Juli2020;EUR;22.02;19’388’000.00;426’867’290.74;118.36;121.43
07.Juli2020;EUR;22.19;19’388’000.00;430’141’156.03;119.27;122.35
06.Juli2020;EUR;22.34;19’388’000.00;433’117’198.09;120.10;123.25
03.Juli2020;EUR;22.03;19’388’000.00;427’165’752.35;118.45;121.54
02.Juli2020;EUR;22.27;19’388’000.00;431’734’158.57;119.71;122.82
01.Juli2020;EUR;21.91;19’388’000.00;424’792’202.64;117.79;120.85
30.Juni2020;EUR;21.66;19’388’000.00;419’852’764.21;116.42;119.43
29.Juni2020;EUR;21.97;19’488’000.00;428’064’637.02;118.09;121.14
26.Juni2020;EUR;21.77;19’488’000.00;424’224’237.30;117.03;120.25
25.Juni2020;EUR;21.97;19’488’000.00;428’201’289.91;118.12;121.38
24.Juni2020;EUR;21.85;19’488’000.00;425’809’838.65;117.46;120.70
23.Juni2020;EUR;22.70;19’488’000.00;442’383’736.38;122.04;125.35
22.Juni2020;EUR;22.29;19’488’000.00;434’376’273.71;119.83;123.09
19.Juni2020;EUR;22.53;19’488’000.00;438’970’269.82;121.09;124.40
18.Juni2020;EUR;22.40;19’588’000.00;438’728’378.51;120.41;123.69
17.Juni2020;EUR;22.61;20’188’000.00;456’356’068.78;121.52;124.83
16.Juni2020;EUR;22.76;20’188’000.00;459’519’394.82;122.37;125.69
15.Juni2020;EUR;22.06;20’338’000.00;448’619’060.44;118.58;121.85
12.Juni2020;EUR;22.27;20’588’000.00;458’496’951.51;119.72;122.97
11.Juni2020;EUR;22.09;20’588’000.00;454’744’362.19;118.74;122.00
10.Juni2020;EUR;23.56;20’588’000.00;485’006’595.55;126.64;130.04
09.Juni2020;EUR;23.99;20’588’000.00;493’804’098.32;128.94;132.42
08.Juni2020;EUR;24.72;20’588’000.00;508’951’460.53;132.90;136.46
05.Juni2020;EUR;24.44;20’188’000.00;493’466’690.28;131.41;134.94
04.Juni2020;EUR;23.09;19’238’000.00;444’259’962.44;124.15;127.54
03.Juni2020;EUR;23.27;19’238’000.00;447’694’370.56;125.11;128.52
02.Juni2020;EUR;22.67;19’238’000.00;436’199’067.41;121.89;125.20
29.Mai2020;EUR;21.44;18’938’000.00;405’960’735.41;115.24;118.36
28.Mai2020;EUR;22.05;18’938’000.00;417’575’472.06;118.54;121.73
27.Mai2020;EUR;21.98;18’938’000.00;416’246’758.45;118.16;121.36
26.Mai2020;EUR;21.72;18’788’000.00;408’057’195.69;116.76;119.93
25.Mai2020;EUR;21.55;18’788’000.00;404’850’300.37;115.84;119.00
22.Mai2020;EUR;21.22;18’788’000.00;398’682’024.18;114.08;117.15
21.Mai2020;EUR;21.35;18’788’000.00;401’158’957.76;114.79;117.89
20.Mai2020;EUR;21.73;18’688’000.00;406’056’946.77;116.81;119.96
19.Mai2020;EUR;21.37;18’488’000.00;395’133’934.10;114.90;117.99
18.Mai2020;EUR;21.62;18’488’000.00;399’705’876.20;116.23;119.41
15.Mai2020;EUR;20.23;18’488’000.00;374’061’835.40;108.77;111.85
14.Mai2020;EUR;20.13;18’338’000.00;369’099’078.19;108.20;111.29
13.Mai2020;EUR;20.50;18’338’000.00;375’869’634.01;110.19;113.35
12.Mai2020;EUR;21.17;18’288’000.00;387’148’952.55;113.81;117.00
11.Mai2020;EUR;21.17;17’938’000.00;379’751’807.71;113.81;116.99
08.Mai2020;EUR;21.34;17’938’000.00;382’855’168.55;114.74;117.94
07.Mai2020;EUR;21.17;17’538’000.00;371’337’562.67;113.83;116.99
06.Mai2020;EUR;20.70;17’538’000.00;362’967’869.94;111.26;114.37
05.Mai2020;EUR;21.34;17’538’000.00;374’325’328.78;114.74;117.95
04.Mai2020;EUR;20.05;17’488’000.00;350’597’489.39;107.78;110.80
30.Apr.2020;EUR;21.31;17’338’000.00;369’509’857.67;114.57;117.78
29.Apr.2020;EUR;22.06;17’238’000.00;380’256’416.17;118.59;121.87
28.Apr.2020;EUR;21.30;17’138’000.00;365’041’244.35;114.51;117.68
27.Apr.2020;EUR;20.73;17’138’000.00;355’260’131.17;111.44;114.55
24.Apr.2020;EUR;20.52;16’838’000.00;345’452’801.75;110.29;113.38
23.Apr.2020;EUR;20.96;16’738’000.00;350’747’780.39;112.65;115.82
22.Apr.2020;EUR;20.35;16’338’000.00;332’462’612.60;109.40;112.48
21.Apr.2020;EUR;19.43;16’138’000.00;313’520’093.67;104.44;107.38
20.Apr.2020;EUR;20.32;16’138’000.00;327’955’948.70;109.25;112.26
17.Apr.2020;EUR;20.42;16’138’000.00;329’591’350.72;109.79;112.82
16.Apr.2020;EUR;19.67;16’138’000.00;317’431’422.22;105.74;108.70
15.Apr.2020;EUR;20.11;16’138’000.00;324’604’616.18;108.13;111.12
14.Apr.2020;EUR;21.80;16’138’000.00;351’733’222.03;115.44;118.59
09.Apr.2020;EUR;22.25;16’088’000.00;358’001’865.44;117.86;121.05
08.Apr.2020;EUR;22.20;16’088’000.00;357’110’421.06;117.57;120.72
07.Apr.2020;EUR;22.42;16’088’000.00;360’728’723.69;118.76;121.93
06.Apr.2020;EUR;21.97;16’038’000.00;352’321’475.57;116.35;119.46
03.Apr.2020;EUR;21.87;16’038’000.00;350’739’864.69;115.83;118.95
02.Apr.2020;EUR;22.93;15’838’000.00;363’113’403.04;121.43;124.65
01.Apr.2020;EUR;21.78;15’888’000.00;346’060’290.42;115.36;118.46
31.März2020;EUR;22.03;15’988’000.00;352’210’284.41;116.68;119.80
30.März2020;EUR;20.75;15’988’000.00;331’703’732.74;109.88;112.83
27.März2020;EUR;19.93;16’388’000.00;326’562’568.97;105.54;108.60
26.März2020;EUR;20.89;16’388’000.00;342’355’214.19;110.64;113.86
25.März2020;EUR;20.77;16’388’000.00;340’457’535.14;110.03;113.22
24.März2020;EUR;19.49;16’238’000.00;316’550’154.91;103.25;106.27
23.März2020;EUR;16.82;15’938’000.00;268’138’686.98;89.11;91.78
20.März2020;EUR;16.66;15’788’000.00;263’088’529.23;88.26;90.94
19.März2020;EUR;15.69;15’788’000.00;247’663’010.71;83.08;85.60
18.März2020;EUR;15.17;15’788’000.00;239’486’707.88;80.34;82.78
17.März2020;EUR;16.83;15’788’000.00;265’638’159.51;89.11;91.77
16.März2020;EUR;16.51;15’688’000.00;258’966’864.40;87.43;90.04
13.März2020;EUR;17.65;15’688’000.00;276’825’831.33;93.46;96.24
12.März2020;EUR;17.58;15’538’000.00;273’125’790.23;93.10;95.87
11.März2020;EUR;20.46;15’488’000.00;316’885’635.66;108.36;111.61
10.März2020;EUR;20.88;15’488’000.00;323’374’541.48;110.58;113.89
09.März2020;EUR;20.71;15’538’000.00;321’771’585.38;109.68;112.97
06.März2020;EUR;24.91;15’538’000.00;386’976’733.32;131.91;135.84
05.März2020;EUR;26.34;15’538’000.00;409’312’279.98;139.52;143.67
04.März2020;EUR;26.88;15’538’000.00;417’596’768.75;142.34;146.57
03.März2020;EUR;26.63;15’538’000.00;413’704’656.54;141.02;145.21
02.März2020;EUR;26.27;15’538’000.00;408’250’078.20;139.16;143.28
28.Feb.2020;EUR;25.93;15’538’000.00;402’951’004.69;137.35;141.41
27.Feb.2020;EUR;26.97;15’538’000.00;418’988’229.94;142.82;147.03
26.Feb.2020;EUR;28.03;15’638’000.00;438’356’022.34;148.47;152.84
25.Feb.2020;EUR;28.06;15’638’000.00;438’833’946.04;148.63;153.00
24.Feb.2020;EUR;28.61;15’638’000.00;447’346’772.64;151.51;155.96
21.Feb.2020;EUR;29.95;15’638’000.00;468’370’605.55;158.63;163.28
20.Feb.2020;EUR;30.40;16’638’000.00;505’844’548.59;161.03;165.74
19.Feb.2020;EUR;30.49;16’638’000.00;507’308’535.53;161.49;166.22
18.Feb.2020;EUR;30.22;16’638’000.00;502’758’984.10;160.04;164.73
17.Feb.2020;EUR;30.50;16’638’000.00;507’388’004.04;161.52;166.28
14.Feb.2020;EUR;30.41;16’638’000.00;505’955’167.94;161.06;165.80
13.Feb.2020;EUR;30.54;16’288’000.00;497’469’183.81;161.76;166.52
12.Feb.2020;EUR;30.65;16’288’000.00;499’248’112.96;162.34;167.12
11.Feb.2020;EUR;30.32;16’288’000.00;493’784’415.18;160.56;165.29
10.Feb.2020;EUR;29.92;16’288’000.00;487’339’479.49;158.47;163.14
07.Feb.2020;EUR;30.34;16’288’000.00;494’220’754.63;160.71;165.43
06.Feb.2020;EUR;30.58;16’238’000.00;496’509’227.73;161.95;166.71
05.Feb.2020;EUR;30.76;16’138’000.00;496’414’695.07;162.92;167.70
04.Feb.2020;EUR;30.13;16’138’000.00;486’302’758.32;159.60;164.29
03.Feb.2020;EUR;29.40;16’138’000.00;474’499’648.71;155.73;160.30
31.Jan.2020;EUR;29.74;16’138’000.00;480’007’578.65;157.53;162.15
30.Jan.2020;EUR;30.23;16’138’000.00;487’786’588.29;160.09;164.78
29.Jan.2020;EUR;31.03;16’138’000.00;500’840’928.99;164.37;169.18
28.Jan.2020;EUR;31.13;16’138’000.00;502’416’400.89;164.89;169.72
27.Jan.2020;EUR;30.93;17’638’000.00;545’552’529.69;163.82;168.61
24.Jan.2020;EUR;31.68;17’638’000.00;558’735’989.41;167.78;172.68
23.Jan.2020;EUR;31.57;17’638’000.00;556’913’992.66;167.23;172.11
22.Jan.2020;EUR;31.84;17’638’000.00;561’575’757.78;168.63;173.55
21.Jan.2020;EUR;32.06;17’638’000.00;565’453’600.58;169.80;174.75
20.Jan.2020;EUR;32.36;17’638’000.00;570’782’523.75;171.40;176.39
17.Jan.2020;EUR;32.39;17’638’000.00;571’231’992.53;171.53;176.54
16.Jan.2020;EUR;32.47;17’088’000.00;554’914’932.88;171.99;177.01
15.Jan.2020;EUR;32.27;14’538’000.00;469’103’213.78;170.90;175.88
14.Jan.2020;EUR;32.86;14’538’000.00;477’667’601.43;171.90;176.90
13.Jan.2020;EUR;32.98;14’538’000.00;479’421’955.28;172.53;177.55
10.Jan.2020;EUR;33.08;14’538’000.00;480’888’355.05;173.06;178.09
09.Jan.2020;EUR;32.98;14’538’000.00;479’432’074.33;172.53;177.55
08.Jan.2020;EUR;33.18;14’538’000.00;482’413’801.51;173.61;178.64
07.Jan.2020;EUR;33.27;14’238’000.00;473’653’287.64;174.04;179.10
06.Jan.2020;EUR;33.52;14’238’000.00;477’192’385.53;175.34;180.44
03.Jan.2020;EUR;33.09;14’238’000.00;471’142’785.28;173.12;178.34
02.Jan.2020;EUR;32.72;14’238’000.00;465’881’517.10;171.19;176.34
30.Dez.2019;EUR;32.50;14’238’000.00;462’666’030.97;170.01;175.12
27.Dez.2019;EUR;32.69;14’238’000.00;465’462’135.07;171.03;176.18
23.Dez.2019;EUR;32.64;13’688’000.00;446’733’053.89;170.75;175.87
20.Dez.2019;EUR;32.48;13’688’000.00;444’524’183.09;169.90;174.99
19.Dez.2019;EUR;32.42;13’838’000.00;448’662’329.50;169.63;174.70
18.Dez.2019;EUR;32.23;13’838’000.00;445’984’026.69;168.61;173.66
17.Dez.2019;EUR;32.21;13’838’000.00;445’687’569.20;168.50;173.54
16.Dez.2019;EUR;31.96;13’888’000.00;443’873’886.69;167.21;172.25
13.Dez.2019;EUR;31.72;13’888’000.00;440’490’002.08;165.94;170.92
12.Dez.2019;EUR;31.60;13’888’000.00;438’918’594.27;165.35;170.32
11.Dez.2019;EUR;31.36;13’888’000.00;435’515’338.64;164.06;168.99
10.Dez.2019;EUR;31.46;13’988’000.00;440’086’077.32;164.60;169.55
09.Dez.2019;EUR;31.54;13’988’000.00;441’150’053.22;165.00;169.95
06.Dez.2019;EUR;31.86;13’988’000.00;445’603’182.52;166.66;171.66
05.Dez.2019;EUR;31.42;15’088’000.00;474’049’647.81;164.38;169.31
04.Dez.2019;EUR;31.52;15’338’000.00;483’445’493.87;164.90;169.85
03.Dez.2019;EUR;31.14;15’338’000.00;477’611’778.11;162.91;167.79
02.Dez.2019;EUR;31.58;15’338’000.00;484’391’141.39;165.22;170.17
29.Nov.2019;EUR;31.83;15’338’000.00;488’216’593.85;166.53;171.51
28.Nov.2019;EUR;32.12;15’338’000.00;492’713’673.67;168.06;173.08
27.Nov.2019;EUR;32.19;15’338’000.00;493’674’352.62;168.39;173.42
26.Nov.2019;EUR;32.31;15’338’000.00;495’516’736.69;169.02;174.06
25.Nov.2019;EUR;32.66;15’338’000.00;500’914’944.37;170.86;175.96
22.Nov.2019;EUR;32.58;15’338’000.00;499’645’835.50;170.43;175.51
21.Nov.2019;EUR;32.45;15’338’000.00;497’679’984.73;169.76;174.82
20.Nov.2019;EUR;32.49;15’338’000.00;498’305’112.95;169.97;175.03
19.Nov.2019;EUR;32.61;15’338’000.00;500’183’081.81;170.61;175.69
18.Nov.2019;EUR;32.79;15’338’000.00;502’863’473.48;171.53;176.63
15.Nov.2019;EUR;33.04;15’338’000.00;506’780’789.23;172.86;178.02
14.Nov.2019;EUR;32.88;15’138’000.00;497’670’602.45;172.00;177.13
13.Nov.2019;EUR;32.99;15’138’000.00;499’376’231.03;172.59;177.73
12.Nov.2019;EUR;33.19;15’138’000.00;502’414’586.14;173.64;178.81
11.Nov.2019;EUR;33.09;15’138’000.00;500’852’944.40;173.10;178.25
08.Nov.2019;EUR;33.07;15’138’000.00;500’618’095.98;173.02;178.16
07.Nov.2019;EUR;33.20;15’138’000.00;502’640’883.83;173.71;178.88
06.Nov.2019;EUR;32.91;15’138’000.00;498’141’297.37;172.16;177.28
05.Nov.2019;EUR;32.99;14’538’000.00;479’578’269.01;172.58;177.72
04.Nov.2019;EUR;32.66;14’538’000.00;474’809’607.28;170.87;175.95
01.Nov.2019;EUR;32.03;14’738’000.00;472’073’983.94;167.58;172.56
31.Okt.2019;EUR;31.60;14’738’000.00;465’667’750.77;165.30;170.21
30.Okt.2019;EUR;32.13;14’738’000.00;473’466’876.11;168.07;173.06
29.Okt.2019;EUR;32.14;14’738’000.00;473’675’316.00;168.15;173.14
28.Okt.2019;EUR;32.43;14’738’000.00;478’011’339.51;169.69;174.72
25.Okt.2019;EUR;32.31;14’738’000.00;476’218’556.92;169.05;174.06
24.Okt.2019;EUR;32.24;14’738’000.00;475’211’141.84;168.69;173.69
23.Okt.2019;EUR;32.10;14’738’000.00;473’055’966.17;167.93;172.90
22.Okt.2019;EUR;31.84;14’238’000.00;453’279’355.38;166.56;171.49
21.Okt.2019;EUR;31.45;13’688’000.00;430’515’489.09;164.55;169.42
18.Okt.2019;EUR;31.23;13’688’000.00;427’537’190.55;163.41;168.24
17.Okt.2019;EUR;31.30;13’688’000.00;428’388’220.00;163.74;168.57
16.Okt.2019;EUR;31.31;13’688’000.00;428’609’079.31;163.82;168.66
15.Okt.2019;EUR;31.44;13’938’000.00;438’213’657.13;164.49;169.34
14.Okt.2019;EUR;31.46;13’900’000.00;437’338’759.25;163.22;168.03
11.Okt.2019;EUR;31.75;13’900’000.00;441’311’339.61;164.70;169.56
10.Okt.2019;EUR;31.18;13’900’000.00;433’383’416.22;161.74;166.50
09.Okt.2019;EUR;30.99;13’900’000.00;430’806’462.35;160.78;165.51
08.Okt.2019;EUR;30.89;13’900’000.00;429’335’646.02;160.23;164.94
07.Okt.2019;EUR;31.29;13’900’000.00;434’873’734.64;162.30;167.07
04.Okt.2019;EUR;30.97;13’900’000.00;430’521’532.83;160.68;165.39
02.Okt.2019;EUR;31.02;13’900’000.00;431’211’883.99;160.93;165.67
01.Okt.2019;EUR;32.09;13’900’000.00;446’090’342.31;166.49;171.39
30.Sept.2019;EUR;32.38;13’900’000.00;450’081’293.08;167.97;172.93
27.Sept.2019;EUR;32.41;13’900’000.00;450’461’584.22;168.12;173.07
26.Sept.2019;EUR;32.03;13’900’000.00;445’267’080.32;166.18;171.27
25.Sept.2019;EUR;31.89;13’800’000.00;440’057’136.14;165.42;170.49
24.Sept.2019;EUR;32.20;13’700’000.00;441’094’386.19;167.02;172.13
23.Sept.2019;EUR;32.52;13’550’000.00;440’680’387.43;168.71;173.87
20.Sept.2019;EUR;32.82;13’550’000.00;444’716’795.21;170.26;175.50
19.Sept.2019;EUR;32.44;13’550’000.00;439’591’373.79;168.30;173.48
18.Sept.2019;EUR;32.29;13’550’000.00;437’564’188.35;167.52;172.67
17.Sept.2019;EUR;32.18;12’950’000.00;416’732’506.12;166.94;172.07
16.Sept.2019;EUR;32.44;12’950’000.00;420’045’363.56;168.27;173.44
13.Sept.2019;EUR;31.56;12’950’000.00;408’687’010.24;163.72;168.74
12.Sept.2019;EUR;31.43;12’950’000.00;407’022’265.46;163.05;168.05
11.Sept.2019;EUR;31.84;13’300’000.00;423’466’557.30;165.17;170.25
10.Sept.2019;EUR;31.86;13’300’000.00;423’762’008.69;165.29;170.36
09.Sept.2019;EUR;31.23;14’050’000.00;438’824’512.33;162.03;167.00
06.Sept.2019;EUR;30.86;14’250’000.00;439’685’540.37;160.06;164.97
05.Sept.2019;EUR;31.18;14’250’000.00;444’303’783.58;161.75;166.71
04.Sept.2019;EUR;30.65;14’500’000.00;444’391’231.31;158.99;163.86
03.Sept.2019;EUR;30.27;14’500’000.00;438’849’141.08;157.01;161.80
02.Sept.2019;EUR;30.56;15’100’000.00;461’419’346.28;158.52;163.37
30.Aug.2019;EUR;30.52;15’100’000.00;460’907’277.24;158.35;163.18
29.Aug.2019;EUR;30.36;15’400’000.00;467’472’120.91;157.47;162.28
28.Aug.2019;EUR;30.10;15’400’000.00;463’467’770.90;156.12;160.89
27.Aug.2019;EUR;29.84;15’400’000.00;459’611’503.07;154.82;159.55
26.Aug.2019;EUR;29.73;15’400’000.00;457’791’780.03;154.21;158.92
23.Aug.2019;EUR;29.72;15’400’000.00;457’756’657.97;154.20;158.90
22.Aug.2019;EUR;30.19;15’400’000.00;464’871’608.72;156.60;161.37
21.Aug.2019;EUR;30.21;15’400’000.00;465’241’843.37;156.72;161.49
20.Aug.2019;EUR;29.77;15’700’000.00;467’335’131.02;154.42;159.12
19.Aug.2019;EUR;30.09;15’700’000.00;472’472’143.25;156.12;160.87
16.Aug.2019;EUR;29.45;15’700’000.00;462’325’662.40;152.76;157.43
15.Aug.2019;EUR;29.39;15’700’000.00;461’407’437.43;152.46;157.12
14.Aug.2019;EUR;29.66;15’950’000.00;473’136’877.38;153.88;158.59
13.Aug.2019;EUR;30.30;15’950’000.00;483’360’152.56;157.21;162.01
12.Aug.2019;EUR;29.79;15’950’000.00;475’132’600.10;154.53;159.26
09.Aug.2019;EUR;29.94;15’950’000.00;477’605’178.19;155.34;160.08
08.Aug.2019;EUR;30.23;15’950’000.00;482’172’707.03;156.82;161.61
07.Aug.2019;EUR;29.73;16’150’000.00;480’084’808.92;154.21;158.92
06.Aug.2019;EUR;30.02;16’150’000.00;484’831’082.70;155.73;160.49
05.Aug.2019;EUR;30.32;16’150’000.00;489’621’629.57;157.27;162.07
02.Aug.2019;EUR;30.96;16’250’000.00;503’114’930.18;160.61;165.51
01.Aug.2019;EUR;31.93;16’250’000.00;518’894’505.76;165.65;170.70
31.Juli2019;EUR;32.40;16’250’000.00;526’478’134.48;168.07;173.20
30.Juli2019;EUR;32.23;16’250’000.00;523’658’558.54;167.17;172.27
29.Juli2019;EUR;32.58;16’250’000.00;529’343’302.84;168.99;174.14
26.Juli2019;EUR;32.67;16’400’000.00;535’848’158.31;169.50;174.66
25.Juli2019;EUR;32.75;16’400’000.00;537’110’163.74;169.90;175.06
24.Juli2019;EUR;32.96;16’400’000.00;540’511’431.17;170.97;176.17
23.Juli2019;EUR;32.88;16’400’000.00;539’207’655.43;170.56;175.75
22.Juli2019;EUR;32.52;16’400’000.00;533’404’869.25;168.73;173.85
19.Juli2019;EUR;32.38;16’400’000.00;531’023’988.48;167.97;173.07
18.Juli2019;EUR;32.21;16’400’000.00;528’281’224.55;167.11;172.18
17.Juli2019;EUR;32.60;16’400’000.00;534’594’648.74;169.10;174.23
16.Juli2019;EUR;33.29;16’400’000.00;545’877’389.77;172.67;177.91
15.Juli2019;EUR;33.40;16’400’000.00;547’719’367.46;173.25;178.50
12.Juli2019;EUR;33.82;16’400’000.00;554’577’791.81;173.56;178.82
11.Juli2019;EUR;33.80;16’500’000.00;557’640’568.58;173.46;178.71
10.Juli2019;EUR;33.58;16’500’000.00;554’120’978.78;172.37;177.58
09.Juli2019;EUR;33.38;17’100’000.00;570’736’980.12;171.31;176.49
08.Juli2019;EUR;33.58;17’100’000.00;574’236’102.09;172.36;177.57
05.Juli2019;EUR;33.36;17’100’000.00;570’540’175.16;171.25;176.42
04.Juli2019;EUR;33.50;17’100’000.00;572’861’486.61;171.95;177.13
03.Juli2019;EUR;33.37;17’100’000.00;570’562’874.19;171.26;176.42
02.Juli2019;EUR;33.56;17’100’000.00;573’942’295.26;172.27;177.46
01.Juli2019;EUR;33.78;17’100’000.00;577’654’367.11;173.39;178.62
28.Juni2019;EUR;33.28;17’100’000.00;569’065’682.12;170.81;175.95
27.Juni2019;EUR;33.28;17’100’000.00;569’074’716.24;170.81;175.96
26.Juni2019;EUR;33.54;17’100’000.00;573’537’616.29;172.15;177.33
25.Juni2019;EUR;33.24;17’100’000.00;568’323’259.77;170.58;175.72
24.Juni2019;EUR;33.30;17’100’000.00;569’346’383.71;170.89;176.03
21.Juni2019;EUR;33.51;17’100’000.00;572’960’452.54;171.98;177.15
20.Juni2019;EUR;33.28;17’100’000.00;569’052’649.59;170.80;175.93
19.Juni2019;EUR;32.83;17’100’000.00;561’383’131.99;168.50;173.56
18.Juni2019;EUR;32.88;17’100’000.00;562’232’541.35;168.76;173.82
17.Juni2019;EUR;32.27;17’100’000.00;551’764’947.39;165.61;170.58
14.Juni2019;EUR;32.45;17’100’000.00;554’865’261.02;166.55;171.58
