per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
13.Dez.2006;EUR;41.82;5’556’247.00;232’382’949.74;134.90;138.42
12.Dez.2006;EUR;41.60;5’556’247.00;231’151’825.79;134.18;137.67
11.Dez.2006;EUR;41.69;5’556’247.00;231’620’466.91;134.45;137.95
08.Dez.2006;EUR;41.59;5’556’247.00;231’070’278.77;134.13;137.62
07.Dez.2006;EUR;41.45;5’556’247.00;230’325’302.06;133.70;137.16
06.Dez.2006;EUR;41.47;5’556’247.00;230’417’636.24;133.76;137.22
05.Dez.2006;EUR;41.51;5’956’247.00;247’220’856.12;133.87;137.34
04.Dez.2006;EUR;40.92;5’956’247.00;243’734’383.85;131.98;135.37
01.Dez.2006;EUR;40.94;4’956’247.00;202’928’096.70;132.06;135.45
30.Nov.2006;EUR;41.31;4’456’247.00;184’084’923.33;133.24;136.67
29.Nov.2006;EUR;41.58;4’456’247.00;185’300’359.12;134.12;137.58
28.Nov.2006;EUR;41.09;4’456’247.00;183’094’510.47;132.52;135.92
27.Nov.2006;EUR;41.02;4’456’247.00;182’796’733.49;132.30;135.70
24.Nov.2006;EUR;41.39;4’456’247.00;184’423’035.30;133.48;136.91
23.Nov.2006;EUR;41.48;4’456’247.00;184’832’997.60;133.78;137.22
22.Nov.2006;EUR;41.66;4’456’247.00;185’640’778.62;134.36;137.83
21.Nov.2006;EUR;42.00;4’456’247.00;187’154’718.01;135.46;138.97
20.Nov.2006;EUR;41.87;4’456’247.00;186’573’416.19;135.04;138.53
17.Nov.2006;EUR;41.67;4’456’247.00;185’695’495.29;134.40;137.86
16.Nov.2006;EUR;42.68;4’456’247.00;190’177’478.68;137.65;141.33
15.Nov.2006;EUR;42.49;4’456’247.00;189’367’828.43;137.06;140.72
14.Nov.2006;EUR;42.40;4’456’247.00;188’934’969.46;136.75;140.39
13.Nov.2006;EUR;42.29;4’456’247.00;188’453’819.24;136.40;140.03
10.Nov.2006;EUR;42.64;4’456’247.00;190’003’021.35;137.52;141.18
09.Nov.2006;EUR;42.49;4’456’247.00;189’360’251.77;137.06;140.70
08.Nov.2006;EUR;42.27;4’456’247.00;188’367’648.66;136.34;139.95
07.Nov.2006;EUR;41.96;4’456’247.00;186’997’607.54;135.35;138.92
06.Nov.2006;EUR;41.81;4’456’247.00;186’337’350.60;134.87;138.42
03.Nov.2006;EUR;41.27;4’456’247.00;183’899’811.23;133.10;136.59
